Activity_ID,SMILES,target_id,pchembl_value_Mean
WPJAQVXUSLEHLH_on_P14416_WT,c1ccc(N2CCN(CCCc3nc4ccccc4o3)CC2)cc1,P14416_WT,5.77
WPJVKYVAARSXKN_on_P14416_WT,CN1CCc2ccccc2Cc2cc(Cl)c(O)c(Cl)c2CC1,P14416_WT,7.244999999999999
WPKZTODVTLZQPZ_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccco1,P14416_WT,6.32
WPLABUPGUVWYRA_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)NCc3ccccc3)CC2)cc(C(F)(F)F)n1,P14416_WT,6.86
WPYVGSUSOOZONM_on_P14416_WT,CCCN1CCC(c2cccc(O)c2)C1,P14416_WT,7.17
WQEPZBNLBWDIRZ_on_P14416_WT,Cc1ccc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1C,P14416_WT,5.510000000000001
WQIQKJZEKYFKAS_on_P14416_WT,CC(C)(C)OC(=O)NCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,P14416_WT,5.68
WQPRXYGVHKQNOH_on_P14416_WT,CC1Cc2c([nH]c3ccccc23)Cc2ccccc2CCN1C,P14416_WT,7.07
WQRVLZPCOXHNAI_on_P14416_WT,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1,P14416_WT,6.3
WQUZZFHQRGWHPE_on_P14416_WT,O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1,P14416_WT,6.21
WQWCHMWUOFCWFU_on_P14416_WT,Oc1ccc2c(c1)CCCNCCc1ccccc1C2,P14416_WT,6.07
WQWHPPMEWVYOCN_on_P14416_WT,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4)CC3)noc2c1,P14416_WT,8.82
WQWLYKDRIFAQER_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3nccnc3c2)CC1,P14416_WT,6.75
WQZFEWCVIZACIS_on_P14416_WT,OC1(c2ccccc2)CCN(Cc2cc3ccccc3s2)CC1,P14416_WT,7.33
WRBIMACSDAOMGX_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)c2cnccn2)CC1,P14416_WT,6.07
WRBKFBAHOMAFKJ_on_P14416_WT,CCOCC(=O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1,P14416_WT,6.0
WRFRTCQJMMIOLF_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,P14416_WT,7.71
WRGQXSYALCGOBN_on_P14416_WT,CC(O)CN1CCN(CC[S+](O)C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P14416_WT,6.53
WRNFFYWAFMNDNY_on_P14416_WT,CCOC(=O)C=C1C2CCCC1(c1cccc(O)c1)CCN2CCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,7.29
WRSUPAJSUHYUKP_on_P14416_WT,Fc1ccc(SCCCN2CCN(c3ncccn3)CC2)cc1,P14416_WT,6.37
WRUNDYWPHKJEIH_on_P14416_WT,N#Cc1cccc(C(=O)NCc2ccccc2CN2CCc3cc(O)c(O)cc3C2)c1,P14416_WT,6.05
WRURBHLNYRDTFF_on_P14416_WT,CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ccnn4C)cc23)CC1,P14416_WT,7.82
WRUSBTCFXKDYJC_on_P14416_WT,Clc1cccc(N2CCN(CCCCNc3ccc(-c4ccccc4)cn3)CC2)c1Cl,P14416_WT,9.23
WSJMJBOZYZWDIK_on_P14416_WT,N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(F)cc4)CC3)c2c1,P14416_WT,5.6850000000000005
WSPOMRSOLSGNFJ_on_P14416_WT,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,P14416_WT,8.53
WSVWKHTVFGTTKJ_on_P14416_WT,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,P14416_WT,6.07
WTAVHOMZPZTGNJ_on_P14416_WT,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCOCCF)nn2)CC1,P14416_WT,5.205
WTHYXVSYKDCUKR_on_P14416_WT,COc1ccccc1N1CCC2(CN(CCCSc3nnc(-c4ccccc4)n3C)C2)C1,P14416_WT,4.22
WTJJXQCQGLLXNZ_on_P14416_WT,CCCN1CCC(c2cccc(C(F)(F)F)c2)CC1,P14416_WT,6.725
WTLKEIKBWCDFDL_on_P14416_WT,O=C(CCCN1CCc2ccccc2C1)c1ccc(O)cc1,P14416_WT,6.44
WTONWMINNVVDTM_on_P14416_WT,O=C(CC1CC1)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.52
WTRUJFPMRUJYBV_on_P14416_WT,CC=CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.36
WUACSCWYLJHDBV_on_P14416_WT,CS(=O)(=O)Oc1ccc2c(c1)CN(CCC1CCC(NC(=O)C=Cc3ccc(F)cc3)CC1)C2,P14416_WT,6.3
WUDCCQFZITUELQ_on_P14416_WT,Cn1c(SCCCN2CCC3(CC2)CCN(c2ccc(C(F)(F)F)cc2F)CC3)nnc1-c1ccccc1,P14416_WT,4.67
WUEHCYPOVQCXIO_on_P14416_WT,COc1cccc(N2CCN(CCOc3ccc4[nH]c(=S)[nH]c4c3)CC2)c1,P14416_WT,7.88
WURHPBCTBQAVRU_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccccc3)C2)nnc1-c1cccnc1,P14416_WT,5.48
WUTIBZPSZGYSGD_on_P14416_WT,COc1ccccc1N1CCN(CCCCCNC(=O)c2ccc3ccccc3c2)CC1,P14416_WT,6.59
WUVBFCGMNNHUHJ_on_P14416_WT,Clc1cccc(N2CCN(CCCCOc3cccn4nccc34)CC2)c1Cl,P14416_WT,7.56
WUVSQVHZKKJEHX_on_P14416_WT,c1ccc(CCc2ccccc2OCc2cccnc2)cc1,P14416_WT,5.3
WVAKMWHEKNXRHK_on_P14416_WT,Cc1[nH]c(-c2ccccc2)nc1CN1CCN(c2ncccn2)CC1,P14416_WT,5.84
WVCHGRAYLHEGAY_on_P14416_WT,COCC(=O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1,P14416_WT,5.94
WVGMMWFIRBRTKW_on_P14416_WT,Cc1nc(-c2ccc(C(=O)NC3CCC(CCN4CCC(c5coc6ccccc56)CC4)CC3)cc2)no1,P14416_WT,6.64
WVHMHWPHKVTXSC_on_P14416_WT,C=CCOc1c(OC)cc2c3c1-c1cc(N)ccc1CC3N(C)CC2,P14416_WT,6.12
WVPMAZJVALETCI_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,P14416_WT,6.06
WVVWVIWPPSCORG_on_P14416_WT,COc1cc2c(cc1OC)CN(CCCCc1nc3cc(Cl)ccc3s1)CC2,P14416_WT,6.38
WVWFPNBJDFSYGW_on_P14416_WT,Cc1c(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,P14416_WT,7.73
WWABSSMRPUCUEJ_on_P14416_WT,COc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,P14416_WT,8.06
WWKHLSANYDLDKY_on_P14416_WT,C1=C(c2nc3ccccc3[nH]2)CCN(Cc2ccccc2)C1,P14416_WT,5.85
WWKNTMORPLZKRM_on_P14416_WT,COc1ccccc1C1CC1CNCCC1CCC(NC(=O)c2ccccc2)CC1,P14416_WT,5.98
WWLFCQLHCAEMAP_on_P14416_WT,CCCOc1ccc2c(c1OC)CN1CCc3cc(OC)c(O)cc3C1C2,P14416_WT,7.0
WWPMYLXEYGNGDR_on_P14416_WT,CN1CCN(c2nc(N)nc(CS(=O)(=O)c3ccccc3Cl)n2)CC1,P14416_WT,4.3
WWQYGUPGPQFXAD_on_P14416_WT,COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,P14416_WT,6.47
WWWIHTTXFJTDIB_on_P14416_WT,CCCCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3C1C2,P14416_WT,7.64
WWZCKJOSLFFMMU_on_P14416_WT,CCCN(CCNC(=O)N=Nc1cc(F)c(F)c(F)c1)C1Cc2ccccc2C1,P14416_WT,7.05
WXPNHKQJDJARLG_on_P14416_WT,Cc1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)cc1,P14416_WT,6.2
WXQFNASFTKDHTC_on_P14416_WT,CCN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,P14416_WT,6.15
WYGBVOBBNUHWLX_on_P14416_WT,c1ccc(CNCCOc2cccc3[nH]ncc23)cc1,P14416_WT,7.1
WYHZBLQNTZAKGM_on_P14416_WT,CCCN1CCOC2c3cc(OCCCCNC(=O)c4nc5ccccc5s4)ccc3OCC21,P14416_WT,5.26
WYIBJRJIELMSTK_on_P14416_WT,COc1ccc2c(c1)C1OCCN(CCCCNC(=O)c3ccc(-c4ccccc4)cc3)C1CO2,P14416_WT,5.97
WYTLTUFDQVHRLU_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccc(Cl)cc2)CC1,P14416_WT,6.59
WYYRWPAVRAAIOL_on_P14416_WT,COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2)CC1,P14416_WT,7.93
WZCURRJAZZRRKH_on_P14416_WT,CSc1ccc(-c2ccc(C(=O)NC3CCN(Cc4ccccc4)C3)cc2)cc1,P14416_WT,5.4
WZEVFJPWWRPRRO_on_P14416_WT,CCCC(=O)NC1CCC(CCN2CCc3ccc(Cl)cc3C(C)C2)CC1,P14416_WT,7.08
WZHSLWWHUWNSDV_on_P14416_WT,COc1ccc2[nH]cc(CCNCc3ccc(-c4cn[nH]c4)o3)c2c1,P14416_WT,5.76
WZJSIHGOLMMBAL_on_P14416_WT,CCCN1CCc2cccc3c2C1Cc1cccc(O)c1-3,P14416_WT,7.9
WZJWRRMYYXEGFD_on_P14416_WT,N#Cc1ccc2cc(CN3CCN(c4ccccc4Cl)CC3)[nH]c2c1,P14416_WT,6.48
WZNQIZZZHGHTTJ_on_P14416_WT,NC1CCCCC1NC(=O)c1c2c(c3c(O)c4ccccc4c4ncnc1c34)=NC1CCCCC1N2,P14416_WT,5.5
WZQJLWDEOYLHHR_on_P14416_WT,O=C(NCCN1CCN(c2ccc(I)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,P14416_WT,6.3
WZRCQWQRFZITDX_on_P14416_WT,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,P14416_WT,5.41
WZTRJNUHJASJJE_on_P14416_WT,O=C(NCCCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)c1cc2ccccc2s1,P14416_WT,6.07
WZWHLVAXFSORKE_on_P14416_WT,COc1ccc2c(c1)CCN(C)CCc1cc(OC)ccc1C2,P14416_WT,8.7
WZWOJHTTXVCIBY_on_P14416_WT,N#Cc1cc(N2CCN(CCC3CCC(NS(N)(=O)=O)CC3)CC2)cc(C(F)(F)F)c1,P14416_WT,7.43
WZWWBVCSJDIKCC_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCn3ccc(N4CCCCC4)nc3=O)CC2)cc(C(F)(F)F)n1,P14416_WT,7.05
XAAGODSBJUUWCQ_on_P14416_WT,CSc1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,P14416_WT,7.4
XAESEDLRZCTOOM_on_P14416_WT,COc1ccc2[nH]c(C(=O)NCC=CCN3CCN(c4ccccc4OC)CC3)cc2c1,P14416_WT,6.92
XAJNHJMBQCJVMY_on_P14416_WT,O=C(NCCCc1ccccc1)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,P14416_WT,7.39
XAPOTBPYCJLOQK_on_P14416_WT,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3-c2ccc3ccccc3c2)c1,P14416_WT,7.54
XARLOJXBQSKXEP_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(C#N)c3)c3ccc(Cl)cc32)CC1,P14416_WT,6.76
XASUAOWUPBWGMW_on_P14416_WT,Fc1ccc2c(c1)CC(CCN1CCN(c3ccc(Cl)cc3)CC1)C2,P14416_WT,5.85
XBBWJMUBMHLUNQ_on_P14416_WT,CC#CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.93
XBGYRVVRFHZLSR_on_P14416_WT,Cn1c(=O)ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c1=O,P14416_WT,6.21
XBIPCIFARHCNNE_on_P14416_WT,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1,P14416_WT,8.3
XBMPNPGMBILBPP_on_P14416_WT,COc1ccccc1N1CCN(CCCN2CCc3ncsc3CC2)CC1,P14416_WT,7.19
XBPMJUGEGKXVII_on_P14416_WT,CCc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)[nH]c1=O,P14416_WT,6.83
XBPMVETTWGWOJL_on_P14416_WT,COc1ccccc1N1CCN(CC=CCNC(=O)c2ccc(CCF)cc2)CC1,P14416_WT,6.88
XBTXMNZRNGSFCU_on_P14416_WT,CN(C)C(=O)NC1CCC(CCNCC2CC2c2cccc(Cl)c2Cl)CC1,P14416_WT,5.915
XBWNTYFNUFPCHL_on_P14416_WT,O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2[nH]1,P14416_WT,9.0
XBXGSRGFTFVODB_on_P14416_WT,COc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c(OCCF)cc1OC,P14416_WT,6.12
XCARDCCUPWWHMP_on_P14416_WT,O=C(NCCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1)c1ccc2ccccc2c1,P14416_WT,6.15
XCJLVDRQFATWPP_on_P14416_WT,O=C1c2cc([N+](=O)[O-])ccc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,P14416_WT,7.43
XCQOYNXZUPVYAF_on_P14416_WT,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,P14416_WT,6.4
XCWPAVYMGKFSJB_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-c2ccccc2)cc1,P14416_WT,7.66
XDFFHOCWALNYAJ_on_P14416_WT,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,P14416_WT,7.03
XDPJGUWWXSDVTP_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4c(F)cccc4F)C3C2)nnc1-c1cnccn1,P14416_WT,6.2
XDPTVFIWUAWOLA_on_P14416_WT,CC#CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.37
XDVPBSXXZFHLIM_on_P14416_WT,O=c1[nH]c2c(N3CCN(CCC4CCCN4S(=O)(=O)c4cccc5ncccc45)CC3)cccc2o1,P14416_WT,8.05
XDXQVIJBIMZYTP_on_P14416_WT,O[S+](CCCN1CCC(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,P14416_WT,6.0
XEBUJQRPSLQFLB_on_P14416_WT,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc4ccccc4c3)C2=O)CC1,P14416_WT,6.82
XEMCNPZNSNBIMI_on_P14416_WT,CCN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1,P14416_WT,7.08
XENOVTACOQTPTE_on_P14416_WT,C#Cc1ccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,P14416_WT,7.24
XERZUXOKZOACKV_on_P14416_WT,O=S(=O)(c1ccccc1)N1CCc2c(N3CCN(C4CCC4)CC3)cccc21,P14416_WT,6.45
XESYYKHMJOWEPL_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(Cl)cc1Cl,P14416_WT,7.42
XEZKYOPQXMSHAV_on_P14416_WT,Nc1nc(NCCOc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1,P14416_WT,5.36
XFBPGUPMMWBWAS_on_P14416_WT,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2occc21,P14416_WT,6.82
XFHLYLFABDLYDJ_on_P14416_WT,O=C(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,P14416_WT,4.92
XFLGSSQRQNMLNA_on_P14416_WT,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(C#N)c1)CC2,P14416_WT,7.41
XFPTZPCTBFZTJN_on_P14416_WT,Nc1nc(NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(NCCc2c[nH]c3ccccc23)n1,P14416_WT,7.41
XFZUOWZQZTZZCP_on_P14416_WT,CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1,P14416_WT,7.066666666666666
XGPLYCXGOOHULQ_on_P14416_WT,CON=C(CCN1CCN(c2ccccn2)CC1)c1ccccc1,P14416_WT,6.76
XGQOITWDCFSJIH_on_P14416_WT,Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5ncccc5c4)nn3)CC2)c1Cl,P14416_WT,7.27
XGVOVCYYDQWLJC_on_P14416_WT,OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2[nH]nc3ccccc23)CC1,P14416_WT,6.36
XGWUEDFPOSFGBM_on_P14416_WT,CS(=O)(=O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1,P14416_WT,6.06
XHIUHIDIRNZTAW_on_P14416_WT,c1ccc(OCCCN2CCN(c3ccccc3)CC2)cc1,P14416_WT,6.92
XHMOKKQHMCXTBS_on_P14416_WT,COc1ccccc1N1CCN(CCCc2cn(-c3ccccc3OC)nn2)CC1,P14416_WT,6.57
XHOOSVMDRHVDTE_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc4c(c3)OCO4)c3ccc(Cl)cc32)CC1,P14416_WT,6.54
XHSRFVQGNJCGAD_on_P14416_WT,COC(C)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.135
XHTCEJWQQIHAOR_on_P14416_WT,COc1ccc(Br)cc1C1=NC(CN2CCN(c3ccccc3)CC2)C(C)O1,P14416_WT,5.12
XIEHRTNAVGHOGK_on_P14416_WT,CN(C)C(=O)NC1CCC(CCNCC2CC2c2cccc3c2OCCO3)CC1,P14416_WT,5.64
XIGLRHPWOZXGTP_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1)N1CCc2ccccc21,P14416_WT,6.62
XIGNJJGSVYZRNL_on_P14416_WT,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(Cl)c(Cl)c1,P14416_WT,7.3
XIHOJUYAGODVFH_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(CC3c3ccc(F)cc3F)C2)n1C,P14416_WT,6.46
XILFFKQSRRILNP_on_P14416_WT,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,P14416_WT,8.66
XILSSYCQBDFLEK_on_P14416_WT,CCCC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,P14416_WT,6.64
XIMFQVXENHJKEO_on_P14416_WT,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)C=Cc1ccccc1,P14416_WT,6.1
XIMQMECIXPDQER_on_P14416_WT,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(OC(F)(F)F)c1,P14416_WT,6.8
XIPPMBYEJXCYMK_on_P14416_WT,O=S(=O)(c1ccc(F)cc1)N(CC1CC1)C1CCN(CCOc2ccccc2-c2ccccc2)CC1,P14416_WT,7.43
XIQFFWZUFKJVOP_on_P14416_WT,CCCN1C(C)CC2Cc3cccc(OC)c3CC21,P14416_WT,6.33
XIRROHSGQGQXTD_on_P14416_WT,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1,P14416_WT,6.755
XISJOANVKUVBAU_on_P14416_WT,N#Cc1ccccc1N1CCN(CNC(=O)c2ccc(Cl)cc2)CC1,P14416_WT,6.22
XIVALFSMOKTRNY_on_P14416_WT,O=C(CC1CC(O)CO1)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.03
XIZKQKJWNKJOOA_on_P14416_WT,COc1cc2c(cc1O)C1Cc3sc(CC(C)Cl)cc3CN1CC2,P14416_WT,7.78
XJGIQRQUJHWFSC_on_P14416_WT,COc1ccccc1N1CCN(CCNC(=O)c2cnn3ccccc23)CC1,P14416_WT,6.805
XJHVQDXRGJFCPP_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(I)c3)c3ccccc32)CC1,P14416_WT,6.46
XJKRLEJMJPXVGM_on_P14416_WT,Cn1c(SCCCN2CCNCC2)nnc1-c1ccccc1,P14416_WT,4.13
XJPIMYAKYUJUQV_on_P14416_WT,COc1cc(CN2CCCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,P14416_WT,8.02
XJRRFUVZISYAJG_on_P14416_WT,CC1CC(NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CN1CCCc1noc2cc(F)ccc12,P14416_WT,6.95
XJVWJSRTBAVLPD_on_P14416_WT,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,P14416_WT,8.1
XJWCUVSKMVQPGX_on_P14416_WT,CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.3
XJWLBKKTJHDHSX_on_P14416_WT,CCC(O)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.45
XJZDTABDIWRHTR_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCC5)CC3)nc2N1,P14416_WT,9.0
XKAIELUQYYUCFN_on_P14416_WT,C#Cc1ccc2c(c1)CCN(CCCCN1CCN(c3ccccc3OC)CC1)C2=O,P14416_WT,7.84
XKBSPAZCFAIBJL_on_P14416_WT,CN(C)C1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1,P14416_WT,6.43
XKFTZAKZMPILFS_on_P14416_WT,O=c1n(CCCCCCN2CCN(c3cccc4cccnc34)CC2)nc2ccccn12,P14416_WT,6.84
XKHJTHWUWGJDOX_on_P14416_WT,Cc1ccc2c(N3CCN(CCc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,P14416_WT,6.4
XKJCYPAWMASKGX_on_P14416_WT,Clc1ccccc1N1CCN(Cc2cccs2)CC1,P14416_WT,5.66
XKKQDWMQMVRHDS_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)c2ccc3nonc3c2)CC1,P14416_WT,7.05
XKMZCZXGCDUIMM_on_P14416_WT,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,P14416_WT,7.82
XKTRZPQOQOCNJU_on_P14416_WT,CCCN1CCOC2c3cc(C(N)=O)ccc3CCC21,P14416_WT,6.02
XLEMQSHCRSPHBL_on_P14416_WT,Oc1c2c(c(O)n1CCCCCCN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,P14416_WT,9.0
XLFVNUMKTSPYMC_on_P14416_WT,COC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.88
XLHGDHLCZBHDRQ_on_P14416_WT,Oc1ccc2c(c1)OC(CNCc1cccc(I)c1)CC2,P14416_WT,7.89
XLIMTGZUFAEKLX_on_P14416_WT,O=S(=O)(NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1)N1CCOCC1,P14416_WT,7.2
XLIXPJRYIUCZIQ_on_P14416_WT,CC1(O)CCC(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,P14416_WT,6.305
XLJQOKQZCYRQNN_on_P14416_WT,Cc1cccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)c1,P14416_WT,6.5
XLPDEXDTJMFWSC_on_P14416_WT,CCCN1CCCC2c3cc4c(cc3CCC21)CCO4,P14416_WT,6.3
XLVZTPFZKIHPPD_on_P14416_WT,N#Cc1ccc2c(c1)CN(CCC1CCC(NC(=O)C=Cc3c[nH]c4ccccc34)CC1)CC2,P14416_WT,6.9
XLWMSPHJQIPEOR_on_P14416_WT,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccccc3OC)nn2)CC1,P14416_WT,7.2
XLYRRJFZVKDMFE_on_P14416_WT,O=C(CC(F)(F)F)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.46
XMAARODROLJQOY_on_P14416_WT,O=Cc1ccccc1-c1ccc(C(=O)NC2CCN(Cc3ccccc3)C2)cc1,P14416_WT,5.51
XMBPANCBBSXJPB_on_P14416_WT,CN1CCC(c2cn(-c3ccncc3)c3ccc(-c4cnn(C)c4)cc23)CC1,P14416_WT,5.19
XMDALBYMLNOLMP_on_P14416_WT,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,P14416_WT,8.02
XMEJLZITUOYZLM_on_P14416_WT,CC1CC(=O)N(C)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,P14416_WT,7.09
XMKVSBVTGBNIHZ_on_P14416_WT,O=S(=O)(c1ccccc1)N1Cc2cccc(C3CCN(C4CCC4)CC3)c2C1,P14416_WT,5.74
XMZPXAYYBORJQQ_on_P14416_WT,CC(C)CS(=O)(=O)n1ccc2c(-c3cccc(C(F)(F)F)c3)cc(N3CCN(C)CC3)nc21,P14416_WT,6.2
XNAWUDONOGZGEH_on_P14416_WT,Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,P14416_WT,8.77
XNCGQUVERWAFRR_on_P14416_WT,O=C1N(CCN2CCCCCC2)CCN1c1ccc(F)cc1,P14416_WT,7.2
XNEFEJLBHUTYJL_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(Cl)cc2)CC1,P14416_WT,6.96
XNFVTFMFMPGVGG_on_P14416_WT,Cc1cc(C)c(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)c(C)c1,P14416_WT,8.31
XNKJYDSSCQLJQZ_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1CCS(=O)(=O)C1,P14416_WT,7.23
XNPKKTJJUINFAT_on_P14416_WT,COc1ccccc1OCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1,P14416_WT,5.36
XNRNDZGXNRPGOC_on_P14416_WT,O=C(NC1CCN(Cc2ccccc2)C1)c1cccc(-c2cccs2)c1,P14416_WT,7.22
